Entity identifier,Entity names,nacionalidade,participação,idno-evento
ent_shikomunakata,Shiko Munakata,Japão (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Japão  (Eventos➔01 Bienal de São Paulo➔Seção Geral ); (ev_0954)  Representação Nacional 
 > Japão  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0983)  Representação Nacional 
 > Japão  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0935; ev_0954; ev_0983; ev_0983
ent_shilpacharquamrulhas,Quamrul Hassan,Bangladesh (Nacionalidade),"(ev_1512)  Representação Nacional 
 > Bangladesh ; (ev_1628)  Representação Nacional 
 > Bangladesh  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1512; ev_1628
ent_shimabuku,Shimabuku,Japão (Nacionalidade),"(ev_2177)  Convidado 
  ",ev_2177
ent_shimmoon-seup,Shim Moon Seup,Coreia do Sul (Nacionalidade),"(ev_1438)  Representação Nacional 
 > Coreia do Sul ",ev_1438
ent_shimpeimuto,Shimpei Muto,Brasil (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Brasil ",ev_1226
ent_shinanshunwu,Shinan Shun Wu,China (Nacionalidade),"(ev_1387)  Representação Nacional 
 > China ",ev_1387
ent_shindotsuji,Shindo Tsuji,Japão (Nacionalidade),"(ev_0997)  Representação Nacional 
 > Japão  (Eventos➔04 Bienal de São Paulo➔Sala Geral )",ev_0997
ent_shinkichitajiri,Shinkichi Tajiri,Estados Unidos (Nacionalidade),"(ev_1578)  Representação Nacional 
 > Estados Unidos  (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Movimento Cobra )",ev_1578
ent_shinmiyazaki,Shin Miyazaki,Japão (Nacionalidade),"(ev_2130)  Representação Nacional 
 > Japão ",ev_2130
ent_shinsuiito,Shinsui Ito,Japão (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Japão  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_shintarosuzuki,Shintaro Suzuki,Japão (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Japão  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_shintarotanaka,Shintaro Tanaka,Japão (Nacionalidade),"(ev_1322)  Representação Nacional 
 > Japão ",ev_1322
ent_shinzankamijo,Shinzan Kamijo,Japão (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Japão  (Eventos➔06 Bienal de São Paulo➔Sala Especial: Caligrafia Japonesa )",ev_1052
ent_shiou-pingliao,Liao Shiou-Ping,China (Nacionalidade),"(ev_1127)  Representação Nacional 
 > China  (Eventos➔07 Bienal de São Paulo➔Sala Geral ); (ev_1259)  Representação Nacional 
 > China ; (ev_1322)  Representação Nacional 
 > China ; (ev_1387)  Representação Nacional 
 > China ",ev_1127; ev_1259; ev_1322; ev_1387
ent_shirazehhoushiary,Shirazeh Houshiary,Irã (Nacionalidade),"(ev_1796)  Convidado 
   (Eventos➔23 Bienal de São Paulo➔Universalis )",ev_1796
ent_shirinneshat,Shirin Neshat,Irã (Nacionalidade),"(ev_2033)  Representação Nacional 
 > Estados Unidos  (Eventos➔25 Bienal de São Paulo➔Cidades➔Nova Iorque ); (ev_2237)  Selecionado 
  ",ev_2033; ev_2237
ent_shirleypaesleme,Shirley Paes Leme,Brasil (Nacionalidade),"(ev_2026)  Convidado 
  ",ev_2026
ent_shiroma,Shiroma,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_shirotakagi,Shiro Takagi,Japão (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Japão  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_shiryumorita,Shiryu Morita,Japão (Nacionalidade),"(ev_1022)  Representação Nacional 
 > Japão  (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1052)  Representação Nacional 
 > Japão ",ev_1022; ev_1052
ent_shiuan-shenwu,Shiuan-Shen Wu,China (Nacionalidade),"(ev_1259)  Representação Nacional 
 > China ; (ev_1322)  Representação Nacional 
 > China ",ev_1259; ev_1322
ent_shiyde-jinn,Shiy De-Jinn,China (Nacionalidade),"(ev_0997)  Representação Nacional 
 > China  (Eventos➔04 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Representação Nacional 
 > China  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_0997; ev_1226
ent_shiyong,Shi Yong,China (Nacionalidade),"(ev_2033)  Convidado 
   (Eventos➔25 Bienal de São Paulo➔Cidades➔Net Art Internacional )",ev_2033
ent_shizukokatatani,Shizuko Katatani,Japão (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Japão  (Eventos➔06 Bienal de São Paulo➔03 Bienal de Artes Plásticas do Teatro )",ev_1052; ev_1052
ent_shizukosato,Shizuko Sato,Japão (Nacionalidade),"(ev_1259)  Selecionado 
  ",ev_1259
ent_shmuelrayoni,Shmuel Rayoni,Israel (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Israel  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_shoeenokido,Shoe Enokido,Japão (Nacionalidade),"(ev_0997)  Representação Nacional 
 > Japão  (Eventos➔04 Bienal de São Paulo➔Sala Geral )",ev_0997
ent_shoichiida,Shoichi Ida,Japão (Nacionalidade),"(ev_1512)  Representação Nacional 
 > Japão ",ev_1512
ent_shoichiromori,Shoichiro Mori,Japão (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Japão  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_shojoshokado,Shojo Shokado,Japão (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Japão  (Eventos➔06 Bienal de São Paulo➔Sala Especial: Caligrafia Japonesa )",ev_1052
ent_shokidokoro,Sho Kidokoro,Japão (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Japão  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_shonanmizukoshi,Shonan Mizukoshi,Japão (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Japão  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_shormoffandpart,"Shore & Moffat, and Partners",Canadá (Nacionalidade),"(ev_1175)  Selecionado 
  ",ev_1175
ent_shortnewz,Short Newz,Estados Unidos (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_shosukeosawa,Shôsuke Ôsawa,Japão (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Japão  (Eventos➔08 Bienal de São Paulo➔Sala Geral )",ev_1175
ent_shrsmis,Shrsmis,Grécia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Grécia ",ev_1259
ent_shsarath,S. H. Sarath,Sri Lanka (Nacionalidade),"(ev_1438)  Representação Nacional 
 > Sri Lanka ",ev_1438
ent_shuh-fulee,Shuh-Fu Lee,China (Nacionalidade),"(ev_1127)  Representação Nacional 
 > China  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_shuhsiao-yew,Shu Hsiao-Yew,China (Nacionalidade),"(ev_1127)  Representação Nacional 
 > China  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_shunkomochizuki,Shunko Mochizuki,Japão (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Japão  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_sidneysfonseca,Sidney S. Fonseca,Brasil (Nacionalidade),"(ev_0935)  Selecionado 
  ",ev_0935; ev_0935
ent_sidoniaatanasova,Sidonia Atanasova,Bulgária (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Bulgária ",ev_1052
ent_sidoniomarcioalvespo,Sidônio Marcio Alves Porto,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
  ; (ev_1370)  Selecionado 
  ",ev_1259; ev_1370
ent_siegbertzanettini,Siegbert Zanettini,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
  ; (ev_1370)  Selecionado 
  ",ev_1259; ev_1370
ent_siegfriedpochtrager,Siegfried Pochtrager,Áustria (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Áustria ",ev_1226
ent_siegridstefanow,Siegrid Stefanow,Brasil (Nacionalidade),"(ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1175; ev_1226
ent_sigisfredomascarenha,Sigisfredo Mascarenhas,Brasil (Nacionalidade),"(ev_1500)  Selecionado 
  ",ev_1500
ent_sigmarpolke,Sigmar Polke,República Federal da Alemanha (Nacionalidade),"(ev_1052)  Selecionado 
  ; (ev_1127)  Representação Nacional 
 > República Federal da Alemanha ; (ev_1438)  Representação Nacional 
 > Alemanha ; (ev_1512)  Homenageado 
   (Eventos➔15 Bienal de São Paulo➔Sala Especial: Premiados em Edições Anteriores ); (ev_1877)  Homenageado 
   (Eventos➔24 Bienal de São Paulo➔Núcleo Histórico: Antropofagia e Histórias de Canibalismo )",ev_1052; ev_1127; ev_1438; ev_1512; ev_1877; ev_1438
ent_siguldatama,Sigulda Tama,Brasil (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Brasil ",ev_1226
ent_sigurdurgudmundsson,Sigurdur Gudmundsson,Islândia (Nacionalidade),"(ev_2241)  Convidado 
  ",ev_2241
ent_sigurdwinge,Sigurd Winge,Noruega (Nacionalidade),"(ev_0983)  Representação Nacional 
 > Noruega  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0983
ent_sikchang,Sik Chang,Coreia do Sul (Nacionalidade),"(ev_1578)  Representação Nacional 
 > Coreia do Sul  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_1578
ent_silvalino,Silva Lino,Portugal (Nacionalidade),"(ev_0935)  Representação Nacional 
 > Portugal  (Eventos➔01 Bienal de São Paulo➔Seção Geral )",ev_0935
ent_silvamartins,Silva Martins,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_silvanolora,Silvano Lora,República Dominicana (Nacionalidade),"(ev_0954)  Representação Nacional 
 > República Dominicana  (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0997)  Representação Nacional 
 > República Dominicana  (Eventos➔04 Bienal de São Paulo➔Sala Geral ); (ev_1578)  Representação Nacional 
 > República Dominicana  (Eventos➔18 Bienal de São Paulo➔Núcleo I )",ev_0954; ev_0997; ev_1578; ev_0997
ent_silvanomartini,Silvano Martini,Itália (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_silvanovescovi,Silvano Vescovi,Brasil (Nacionalidade),"(ev_1127)  Selecionado 
   (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_silvestrepedrosilva,Silvestre Pedro Silva,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_silviacristinpereira,Silvia Cristina Pereira Nunes,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ; (ev_1387)  Selecionado 
  ",ev_0725; ev_1387; ev_1387
ent_silviaelboni,Silvia Elboni,,"(ev_1596)  Convidado 
  ",ev_1596
ent_silviaghenea,Silvia Ghenea,Romênia (Nacionalidade),"(ev_1522)  Representação Nacional 
 > Romênia  (Eventos➔16 Bienal de São Paulo➔Núcleo I➔Vetor B-3 (Artistas Divergentes) )",ev_1522
ent_silviagonzalez,Sílvia Gonzalez,Chile (Nacionalidade),"(ev_1387)  Representação Nacional 
 > Chile ",ev_1387
ent_silviameija,Silvia Meija,Itália (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_silviaserrabarreto,Silvia Serra Barreto,,"(ev_1645)   
  ",ev_1645
ent_silviodebarross,Sílvio de Barros Savaya,,"(ev_1823)   
  ",ev_1823
ent_silviodworecki,Silvio Dworecki,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_silviofrezzas,Silvio Frezza,Brasil (Nacionalidade),"(ev_1413)  Selecionado 
  ; (ev_1469)  Hors Concours 
  ",ev_1413; ev_1469
ent_silviooppenheim,Sílvio Oppenheim,Brasil (Nacionalidade),"(ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1175; ev_1226
ent_silviopleticos,Silvio Pleticos,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ; (ev_1469)  Inscrição Espontânea 
  ; (ev_1311)  Selecionado 
  ",ev_0725; ev_1469; ev_1311
ent_silviosoaresmacedo,Silvio Macedo Soares,Brasil (Nacionalidade),"(ev_1469)  Inscrição Espontânea 
  ",ev_1469
ent_simas,Simas,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_simeonvenov,Simeon Venov,Bulgária (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Bulgária  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_simohannula,Simo Hannula,Finlândia (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Finlândia ; (ev_1226)  Representação Nacional 
 > Finlândia  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1052; ev_1226
ent_simonaweller,Simona Weller,Itália (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_simonbenetton,Simon Benetton,Itália (Nacionalidade),"(ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Projetos Individuais )",ev_1722
ent_simoneforti,Simone Forti,Itália (Nacionalidade),"(ev_2241)  Convidado 
  ",ev_2241
ent_simonevans,Simon Evans,Reino Unido (Nacionalidade),"(ev_2177)  Convidado 
  ",ev_2177
ent_simonfrazeruniv,Simon Frazer University,Canadá (Nacionalidade),"(ev_1259)  Selecionado 
  ",ev_1259
ent_simonfujiwara,Simon Fujiwara,Reino Unido (Nacionalidade),"(ev_2230)  Convidado 
   (Eventos➔29 Bienal de São Paulo➔Terreiro: O Outro, o Mesmo )",ev_2230
ent_simonokeke,Simon Okeke,Nigéria (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Nigéria ",ev_1052
ent_simonstarling,Simon Starling,Reino Unido (Nacionalidade),"(ev_2130)  Convidado 
  ",ev_2130
ent_simpliciodesa,Simplício de Sá,Brasil (Nacionalidade),"(ev_1645)  Selecionado 
  ",ev_1645
ent_simryngill,Simryn Gill,Austrália (Nacionalidade),"(ev_2130)  Convidado 
  ",ev_2130
ent_sin-itiroyazima,Sin-Itiro Yazima,Brasil (Nacionalidade),"(ev_0954)  Selecionado 
   (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_sinvalcorreiasoares,Sinval Correia Soares,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_siotropou-georgiouno,Siotropou-Georgiou Nota,Grécia (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Grécia  (Eventos➔07 Bienal de São Paulo➔Sala Geral ); (ev_1322)  Representação Nacional 
 > Grécia ",ev_1127; ev_1322
ent_sironfranco,Siron Franco,Brasil (Nacionalidade),"(ev_1413)  Selecionado 
  ; (ev_1438)  Selecionado 
  ; (ev_1469)  Selecionado 
  ; (ev_1512)  Homenageado 
   (Eventos➔15 Bienal de São Paulo➔Sala Especial: Premiados em Edições Anteriores ); (ev_1645)  Selecionado 
  ; (ev_1578)  Homenageado 
   (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Expressionismo no Brasil - Heranças e Afinidades ); (ev_1649)  Convidado 
  ; (ev_1722)  Selecionado 
   (Eventos➔21 Bienal de São Paulo➔Projetos Individuais ); (ev_1746)  Selecionado 
  ; (ev_10278)  Convidado 
  ",ev_1413; ev_1438; ev_1469; ev_1512; ev_1645; ev_1578; ev_1649; ev_1722; ev_1746; ev_1413; ev_1438; ev_1649; ev_10278
ent_sissel,Sissel Tolaas,Noruega (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Noruega  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_sjahri,Sjahri,Indonésia (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Indonésia  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_sjahwil,Sjahwil,Indonésia (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Indonésia ",ev_1259
ent_sjlibryt,S. Libensky & J. Brythtova,Tchecoslováquia (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Tchecoslováquia ",ev_1175; ev_1175
ent_skibniewskahalina,Halina Skibniewska,Polônia (Nacionalidade),"(ev_1175)  Selecionado 
  ",ev_1175
ent_skidmowingmerri,"Skidmore, Owings and Merrill",Estados Unidos (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Estados Unidos  (Eventos➔06 Bienal de São Paulo➔06 Exposição Internacional de Arquitetura )",ev_1052
ent_skipsweeney,Skip Sweeney,Estados Unidos (Nacionalidade),"(ev_1438)  Representação Nacional 
 > Estados Unidos  (Eventos➔13 Bienal de São Paulo➔Sala Especial: Video Art USA )",ev_1438
ent_sklenar,Sklenar,Tchecoslováquia (Nacionalidade),"(ev_1175)  Representação Nacional 
 > Tchecoslováquia  (Eventos➔08 Bienal de São Paulo➔Sala Geral )",ev_1175
ent_skulewaksvik,Skule Waksvik,Noruega (Nacionalidade),"(ev_1022)  Representação Nacional 
 > Noruega  (Eventos➔05 Bienal de São Paulo➔Sala Geral )",ev_1022
ent_slavisoucek,Slavi Soucek,Áustria (Nacionalidade),"(ev_0954)  Representação Nacional 
 > Áustria  (Eventos➔02 Bienal de São Paulo➔Sala Geral )",ev_0954
ent_slavkojostic,Slavko Jostic,Iugoslávia (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Iugoslávia ",ev_1226
ent_slavkotihec,Slavko Tihec,Iugoslávia (Nacionalidade),"(ev_1476)  Representação Nacional 
 > Iugoslávia  (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas )",ev_1476
ent_slimanmansour,Sliman Mansour,Palestina (Nacionalidade),"(ev_2033)  Representação Nacional 
 > Palestina ",ev_2033
ent_slobodanpajic,Slobodan Pajic,França (Nacionalidade),"(ev_1512)  Representação Nacional 
 > França  (Eventos➔15 Bienal de São Paulo➔Video Tape )",ev_1512
ent_smith,Smith,Reino Unido (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_sociedadespre-coloni,Sociedades Pré-coloniais Brasileiras,Brasil (Nacionalidade),"(ev_1645)  Selecionado 
  ",ev_1645
ent_soekiirodikromo,Soeki Irodikromo,Suriname (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Suriname  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_sofiaborges,Sofia Borges,Brasil (Nacionalidade),"(ev_2241)  Convidado 
  ; (ev_10278)  Convidado 
  ",ev_2241; ev_10278; ev_10278
ent_sofiagonzalez,Sofia González,Guatemala (Nacionalidade),"(ev_1628)  Representação Nacional 
 > Guatemala  (Eventos➔19 Bienal de São Paulo➔Exposição Geral )",ev_1628
ent_sofiaiunovich,Sofia Iunovich,União Soviética (Nacionalidade),"(ev_1226)  Representação Nacional 
 > União Soviética  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_sofialigezastam,Sofia Ligeza Stamirowska,Brasil (Nacionalidade),"(ev_1322)  Selecionado 
   (Eventos➔11 Bienal de São Paulo➔Sala Especial: Gravura (Didática) ); (ev_1311)  Selecionado 
  ",ev_1322; ev_1311
ent_sofiamartinou,Sofia Martinou,Grécia (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522
ent_sofuokabe,Sofu Okabe,Japão (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Japão  (Eventos➔06 Bienal de São Paulo➔Sala Especial: Caligrafia Japonesa )",ev_1052
ent_sohrabsepehri,Sohrab Sepehri,Irã (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Irã  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_soichirotomioka,Soichiro Tomioka,Japão (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Japão  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127; ev_1127
ent_sok-hopark,Sok-Ho Park,Coreia do Sul (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Coreia do Sul  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_sokyuueda,Sokyu Ueda,Japão (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Japão  (Eventos➔06 Bienal de São Paulo➔Sala Especial: Caligrafia Japonesa )",ev_1052
ent_solangegusmao,Solange Gusmão,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ; (ev_1387)  Selecionado 
  ",ev_0725; ev_1387
ent_solangemagalhaes,Solange Magalhães,,"(ev_1645)   
  ",ev_1645
ent_solanofinardi,Solano Finardi,Brasil (Nacionalidade),"(ev_1259)  Selecionado 
   (Eventos➔10 Bienal de São Paulo➔Sala Especial: Arte Mágica, Fantástica e Surrealista ); (ev_1311)  Selecionado 
  ",ev_1259; ev_1259; ev_1311
ent_sollewitt,Sol Lewitt,Estados Unidos (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Estados Unidos ; (ev_1796)  Representação Nacional 
 > Estados Unidos  (Eventos➔23 Bienal de São Paulo➔Sala Geral )",ev_1127; ev_1796
ent_solmateo,Sol Mateo,Bolívia (Nacionalidade),"(ev_1749)  Representação Nacional 
 > Bolívia ",ev_1749
ent_solobodankrstanovic,Solobodan Krstanovic,Iugoslávia (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Iugoslávia ",ev_1226
ent_solveigkaurin,Solveig Kaurin,Noruega (Nacionalidade),"(ev_0983)  Representação Nacional 
 > Noruega  (Eventos➔03 Bienal de São Paulo➔Sala Geral )",ev_0983
ent_solycisse,Soly Cissé,Senegal (Nacionalidade),"(ev_1877)  Convidado 
   (Eventos➔24 Bienal de São Paulo➔Roteiros )",ev_1877
ent_somnathhore,Somnath Hore,Índia (Nacionalidade),"(ev_1127)  Representação Nacional 
 > Índia  (Eventos➔07 Bienal de São Paulo➔Sala Geral )",ev_1127
ent_sompornrodboon,Somporn Rodboon,Tailândia (Nacionalidade),"(ev_1322)  Representação Nacional 
 > Tailândia ",ev_1322
ent_sompotupa-in,Sompot Upa-In,Tailândia (Nacionalidade),"(ev_1226)  Representação Nacional 
 > Tailândia  (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_1226
ent_sonesimatrang,Sone Simatrang,Tailândia (Nacionalidade),"(ev_1322)  Representação Nacional 
 > Tailândia ; (ev_1387)  Representação Nacional 
 > Tailândia ",ev_1322; ev_1387
ent_songdong,Song Dong,China (Nacionalidade),"(ev_2130)  Convidado 
  ",ev_2130
ent_songjeng-gi,Song Jeng-Gi,Coreia do Sul (Nacionalidade),"(ev_1438)  Representação Nacional 
 > Coreia do Sul ",ev_1438
ent_soniaandrade,Sonia Andrade,Brasil (Nacionalidade),"(ev_1476)  Convidado 
   (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas ); (ev_1746)  Selecionado 
  ; (ev_32biendes)  Convidado 
  ",ev_1476; ev_1746; ev_32biendes
ent_soniacastro,Sônia Castro,Brasil (Nacionalidade),"(ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral ); (ev_1578)  Homenageado 
   (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Expressionismo no Brasil - Heranças e Afinidades )",ev_1226; ev_1578
ent_soniadelaunay,Sonia Delaunay,França (Nacionalidade),"(ev_0954)  Representação Nacional 
 > França  (Eventos➔02 Bienal de São Paulo➔Sala Especial: Cubismo ); (ev_1259)  Representação Nacional 
 > França  (Eventos➔10 Bienal de São Paulo➔Sala Especial: Tapeçaria Francesa )",ev_0954; ev_1259
ent_soniaebling,Sonia Ebling,Brasil (Nacionalidade),"(ev_0935)  Selecionado 
   (Eventos➔01 Bienal de São Paulo➔Seção Geral ); (ev_0954)  Selecionado 
   (Eventos➔02 Bienal de São Paulo➔Sala Geral ); (ev_0983)  Selecionado 
   (Eventos➔03 Bienal de São Paulo➔Sala Geral ); (ev_1022)  Selecionado 
   (Eventos➔05 Bienal de São Paulo➔Sala Geral ); (ev_1175)  Selecionado 
   (Eventos➔08 Bienal de São Paulo➔Sala Geral ); (ev_1226)  Selecionado 
   (Eventos➔09 Bienal de São Paulo➔Sala Geral )",ev_0935; ev_0954; ev_0983; ev_1022; ev_1175; ev_1226
ent_soniaelisabethm,Sonia Elisabeth Moeller,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ",ev_0725
ent_soniaferlov,Sonja Ferlov,Dinamarca (Nacionalidade),"(ev_1578)  Homenageado 
   (Eventos➔18 Bienal de São Paulo➔Exposições Especiais➔Movimento Cobra )",ev_1578
ent_soniafontanezi,Sonia Fontanezi,Brasil (Nacionalidade),"(ev_1522)  Convidado 
   (Eventos➔16 Bienal de São Paulo➔Núcleo I )",ev_1522; ev_1596
ent_soniagechtoff,Sonia Gechtoff,Estados Unidos (Nacionalidade),"(ev_1052)  Representação Nacional 
 > Estados Unidos ",ev_1052
ent_sonialima,Sonia Lima,Brasil (Nacionalidade),"(ev_0725)  Selecionado 
  ; (ev_1469)  Inscrição Espontânea 
  ",ev_0725; ev_1469
ent_soniamariatossadaros,Sônia Maria Tosatti da Rosa,Brasil (Nacionalidade),"(ev_1322)  Selecionado 
   (Eventos➔11 Bienal de São Paulo➔Sala Especial: Gravura (Didática) ); (ev_0725)  Selecionado 
  ; (ev_1311)  Selecionado 
  ",ev_1322; ev_0725; ev_1311
ent_soniamiranda,Sonia Miranda,Brasil (Nacionalidade),"(ev_1476)  Selecionado 
   (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas )",ev_1476
ent_soniamota,Sonia Mota,Brasil (Nacionalidade),"(ev_1476)  Selecionado 
   (Eventos➔14 Bienal de São Paulo➔Proposições Contemporâneas ); (ev_1512)  Representação Nacional 
 > Brasil  (Eventos➔15 Bienal de São Paulo➔Dança )",ev_1476; ev_1512
ent_soniarangel,Sonia Rangel,Brasil (Nacionalidade),"(ev_1500)  Selecionado 
  ",ev_1500
ent_sonnylalrambissoon,Sonnylal Rambissoon,Trinidad e Tobago (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Trinidad e Tobago ; (ev_1387)  Representação Nacional 
 > Trinidad e Tobago ",ev_1259; ev_1387
ent_soo-cheonjheon,Soo-Cheon Jheon,,"(ev_0821)   
  ",ev_0821
ent_soo-jakim,Soo-Ja Kim,Coreia do Sul (Nacionalidade),"(ev_1877)  Representação Nacional 
 > Coreia do Sul ",ev_1877
ent_soocheonjeon,Soocheon Jeon,Coreia do Sul (Nacionalidade),"(ev_1796)  Convidado 
   (Eventos➔23 Bienal de São Paulo➔Universalis )",ev_1796
ent_soojaileeyoo,Soojai Lee Yoo,Coreia do Sul (Nacionalidade),"(ev_1259)  Representação Nacional 
 > Coreia do Sul ",ev_1259
ent_soonamsoong,Soo Nam Soong,Coreia do Sul (Nacionalidade),"(ev_1387)  Representação Nacional 
 > Coreia do Sul ",ev_1387
